Row,ID,Code,Easting,Northing,Elevation,Description,Longitude,Latitude,Ellipsoidal height,Origin,Tilt angle,Easting RMS,Northing RMS,Elevation RMS,Lateral RMS,Antenna height,Antenna height units,Solution status,Averaging start,Averaging end,Samples,PDOP,GDOP,Base easting,Base northing,Base elevation,Base longitude,Base latitude,Base ellipsoidal height,Baseline,Mount point,CS name,GPS Satellites,GLONASS Satellites,Galileo Satellites,BeiDou Satellites,QZSS Satellites
12,82,,,,,,-77.0110166,42.89313028,140.929,Global,0.5,0.011,0.011,0.01,0.016,1.434,m,FIX,2024-10-31 09:32:52.8 UTC-04:00,2024-10-31 09:32:52.8 UTC-04:00,1,1.6,1.8,,,,-77.03121841,42.87830435,190.511,2332.13,mountpoint3,Global CS,7,7,0,0,0
13,1,,,,,,-77.0110089,42.89456155,143.775,Global,0.1,0.011,0.011,0.01,0.016,1.434,m,FIX,2024-10-31 09:38:24.6 UTC-04:00,2024-10-31 09:38:24.6 UTC-04:00,1,1.7,1.9,,,,-77.03121841,42.87830435,190.511,2447.378,mountpoint3,Global CS,7,7,0,0,0
13,2,,,,,,-77.01100859,42.89454559,143.749,Global,0.7,0.011,0.011,0.01,0.016,1.434,m,FIX,2024-10-31 09:38:34.2 UTC-04:00,2024-10-31 09:38:34.2 UTC-04:00,1,1.7,1.9,,,,-77.03121841,42.87830435,190.511,2446.08,mountpoint3,Global CS,7,7,0,0,0
13,3,,,,,,-77.01100929,42.89452751,143.74,Global,0.5,0.011,0.011,0.01,0.016,1.434,m,FIX,2024-10-31 09:38:45.8 UTC-04:00,2024-10-31 09:38:45.8 UTC-04:00,1,1.7,1.9,,,,-77.03121841,42.87830435,190.511,2444.564,mountpoint3,Global CS,7,7,0,0,0
13,4,,,,,,-77.01100775,42.89451262,143.705,Global,0.4,0.011,0.011,0.01,0.016,1.434,m,FIX,2024-10-31 09:38:57.6 UTC-04:00,2024-10-31 09:38:57.6 UTC-04:00,1,1.7,1.9,,,,-77.03121841,42.87830435,190.511,2443.435,mountpoint3,Global CS,7,7,0,0,0
13,5,,,,,,-77.01100911,42.89449554,143.692,Global,0.4,0.011,0.011,0.01,0.016,1.434,m,FIX,2024-10-31 09:39:11.2 UTC-04:00,2024-10-31 09:39:11.2 UTC-04:00,1,1.7,1.9,,,,-77.03121841,42.87830435,190.511,2441.956,mountpoint3,Global CS,7,7,0,0,0
13,6,,,,,,-77.01100931,42.89447855,143.642,Global,0.4,0.011,0.011,0.01,0.016,1.434,m,FIX,2024-10-31 09:39:25.4 UTC-04:00,2024-10-31 09:39:25.4 UTC-04:00,1,1.7,1.9,,,,-77.03121841,42.87830435,190.511,2440.569,mountpoint3,Global CS,7,7,0,0,0
13,8,,,,,,-77.01100709,42.89444794,143.612,Global,0.5,0.011,0.011,0.01,0.016,1.434,m,FIX,2024-10-31 09:39:40.8 UTC-04:00,2024-10-31 09:39:40.8 UTC-04:00,1,1.7,1.9,,,,-77.03121841,42.87830435,190.511,2438.174,mountpoint3,Global CS,7,7,0,0,0
13,9,,,,,,-77.01100713,42.89443125,143.563,Global,0.3,0.011,0.011,0.01,0.016,1.434,m,FIX,2024-10-31 09:39:51.6 UTC-04:00,2024-10-31 09:39:51.6 UTC-04:00,1,1.7,2,,,,-77.03121841,42.87830435,190.511,2436.815,mountpoint3,Global CS,7,7,0,0,0
13,10,,,,,,-77.01100551,42.89441608,143.531,Global,0.5,0.011,0.011,0.01,0.016,1.434,m,FIX,2024-10-31 09:40:04.2 UTC-04:00,2024-10-31 09:40:04.2 UTC-04:00,1,1.7,2,,,,-77.03121841,42.87830435,190.511,2435.658,mountpoint3,Global CS,7,7,0,0,0
13,11,,,,,,-77.01100546,42.89440003,143.551,Global,0.2,0.011,0.011,0.01,0.016,1.434,m,FIX,2024-10-31 09:40:15.2 UTC-04:00,2024-10-31 09:40:15.2 UTC-04:00,1,1.7,2,,,,-77.03121841,42.87830435,190.511,2434.359,mountpoint3,Global CS,7,7,0,0,0
13,12,,,,,,-77.01100522,42.89438271,143.533,Global,0.5,0.011,0.011,0.01,0.016,1.434,m,FIX,2024-10-31 09:40:25.0 UTC-04:00,2024-10-31 09:40:25.0 UTC-04:00,1,1.7,2,,,,-77.03121841,42.87830435,190.511,2432.953,mountpoint3,Global CS,7,7,0,0,0
13,13,,,,,,-77.01100449,42.89436595,143.507,Global,0.5,0.011,0.011,0.01,0.016,1.434,m,FIX,2024-10-31 09:40:36.0 UTC-04:00,2024-10-31 09:40:36.0 UTC-04:00,1,1.7,2,,,,-77.03121841,42.87830435,190.511,2431.628,mountpoint3,Global CS,7,7,0,0,0
13,14,,,,,,-77.01100371,42.89434998,143.482,Global,0.2,0.011,0.011,0.015,0.016,1.434,m,FIX,2024-10-31 09:40:47.0 UTC-04:00,2024-10-31 09:40:47.0 UTC-04:00,1,1.7,2,,,,-77.03121841,42.87830435,190.511,2430.377,mountpoint3,Global CS,7,7,0,0,0
13,15,,,,,,-77.01100459,42.89433021,143.477,Global,0.3,0.011,0.011,0.01,0.016,1.434,m,FIX,2024-10-31 09:41:00.4 UTC-04:00,2024-10-31 09:41:00.4 UTC-04:00,1,1.7,2,,,,-77.03121841,42.87830435,190.511,2428.715,mountpoint3,Global CS,7,7,0,0,0
13,16,,,,,,-77.01100364,42.89431472,143.422,Global,0.1,0.011,0.011,0.01,0.016,1.434,m,FIX,2024-10-31 09:41:11.6 UTC-04:00,2024-10-31 09:41:11.6 UTC-04:00,1,1.7,2,,,,-77.03121841,42.87830435,190.511,2427.518,mountpoint3,Global CS,7,7,0,0,0
13,17,,,,,,-77.01100427,42.89430023,143.434,Global,0.3,0.011,0.011,0.01,0.016,1.434,m,FIX,2024-10-31 09:41:24.0 UTC-04:00,2024-10-31 09:41:24.0 UTC-04:00,1,1.7,2,,,,-77.03121841,42.87830435,190.511,2426.304,mountpoint3,Global CS,7,7,0,0,0
13,18,,,,,,-77.01100334,42.89428482,143.408,Global,0.1,0.011,0.011,0.01,0.016,1.434,m,FIX,2024-10-31 09:41:35.4 UTC-04:00,2024-10-31 09:41:35.4 UTC-04:00,1,1.7,2,,,,-77.03121841,42.87830435,190.511,2425.098,mountpoint3,Global CS,7,7,0,0,0
13,19,,,,,,-77.01100222,42.89426743,143.361,Global,0.3,0.011,0.011,0.01,0.016,1.434,m,FIX,2024-10-31 09:41:45.6 UTC-04:00,2024-10-31 09:41:45.6 UTC-04:00,1,1.7,2,,,,-77.03121841,42.87830435,190.511,2423.745,mountpoint3,Global CS,7,7,0,0,0
13,20,,,,,,-77.01100243,42.89425029,143.324,Global,0.2,0.011,0.011,0.01,0.016,1.434,m,FIX,2024-10-31 09:41:54.4 UTC-04:00,2024-10-31 09:41:54.4 UTC-04:00,1,1.7,2,,,,-77.03121841,42.87830435,190.511,2422.343,mountpoint3,Global CS,7,7,0,0,0
13,21,,,,,,-77.01100265,42.89423428,143.31,Global,0.3,0.011,0.011,0.01,0.016,1.434,m,FIX,2024-10-31 09:42:03.0 UTC-04:00,2024-10-31 09:42:03.0 UTC-04:00,1,1.7,2,,,,-77.03121841,42.87830435,190.511,2421.029,mountpoint3,Global CS,7,7,0,0,0
13,22,,,,,,-77.01100155,42.89421817,143.267,Global,0.5,0.011,0.011,0.01,0.016,1.434,m,FIX,2024-10-31 09:42:14.4 UTC-04:00,2024-10-31 09:42:14.4 UTC-04:00,1,1.7,2,,,,-77.03121841,42.87830435,190.511,2419.781,mountpoint3,Global CS,7,7,0,0,0
13,23,,,,,,-77.01100191,42.89420036,143.258,Global,0.4,0.011,0.011,0.01,0.016,1.434,m,FIX,2024-10-31 09:42:26.2 UTC-04:00,2024-10-31 09:42:26.2 UTC-04:00,1,1.7,2,,,,-77.03121841,42.87830435,190.511,2418.327,mountpoint3,Global CS,7,7,0,0,0
13,24,,,,,,-77.01100015,42.89418486,143.215,Global,0.3,0.011,0.011,0.01,0.016,1.434,m,FIX,2024-10-31 09:42:35.4 UTC-04:00,2024-10-31 09:42:35.4 UTC-04:00,1,1.7,2,,,,-77.03121841,42.87830435,190.511,2417.157,mountpoint3,Global CS,7,7,0,0,0
13,25,,,,,,-77.01100196,42.89416819,143.196,Global,0.1,0.011,0.011,0.01,0.016,1.434,m,FIX,2024-10-31 09:42:47.4 UTC-04:00,2024-10-31 09:42:47.4 UTC-04:00,1,1.7,2,,,,-77.03121841,42.87830435,190.511,2415.711,mountpoint3,Global CS,7,7,0,0,0
13,26,,,,,,-77.01099992,42.89415513,143.163,Global,0.1,0.011,0.011,0.01,0.016,1.434,m,FIX,2024-10-31 09:42:56.4 UTC-04:00,2024-10-31 09:42:56.4 UTC-04:00,1,1.7,2,,,,-77.03121841,42.87830435,190.511,2414.771,mountpoint3,Global CS,7,7,0,0,0
13,27,,,,,,-77.01099813,42.89413605,143.106,Global,0.1,0.011,0.011,0.01,0.016,1.434,m,FIX,2024-10-31 09:43:08.0 UTC-04:00,2024-10-31 09:43:08.0 UTC-04:00,1,1.7,2,,,,-77.03121841,42.87830435,190.511,2413.322,mountpoint3,Global CS,7,6,0,0,0
13,28,,,,,,-77.01099809,42.89411815,143.081,Global,0.2,0.011,0.011,0.01,0.016,1.434,m,FIX,2024-10-31 09:43:18.6 UTC-04:00,2024-10-31 09:43:18.6 UTC-04:00,1,1.7,2,,,,-77.03121841,42.87830435,190.511,2411.876,mountpoint3,Global CS,7,6,0,0,0
13,30,,,,,,-77.01099693,42.8940886,142.956,Global,0.3,0.011,0.011,0.01,0.016,1.434,m,FIX,2024-10-31 09:43:35.0 UTC-04:00,2024-10-31 09:43:35.0 UTC-04:00,1,1.7,2,,,,-77.03121841,42.87830435,190.511,2409.549,mountpoint3,Global CS,7,6,0,0,0
13,31,,,,,,-77.01099725,42.89407098,142.854,Global,0.6,0.011,0.011,0.01,0.016,1.434,m,FIX,2024-10-31 09:43:47.0 UTC-04:00,2024-10-31 09:43:47.0 UTC-04:00,1,1.7,2,,,,-77.03121841,42.87830435,190.511,2408.112,mountpoint3,Global CS,7,6,0,0,0
13,32,,,,,,-77.01099638,42.89405168,142.772,Global,0.7,0.011,0.011,0.01,0.016,1.434,m,FIX,2024-10-31 09:43:58.4 UTC-04:00,2024-10-31 09:43:58.4 UTC-04:00,1,1.7,2,,,,-77.03121841,42.87830435,190.511,2406.599,mountpoint3,Global CS,7,6,0,0,0
13,33,,,,,,-77.01099653,42.89403767,142.736,Global,0.2,0.011,0.011,0.01,0.016,1.434,m,FIX,2024-10-31 09:44:13.0 UTC-04:00,2024-10-31 09:44:13.0 UTC-04:00,1,1.7,2,,,,-77.03121841,42.87830435,190.511,2405.47,mountpoint3,Global CS,7,6,0,0,0
13,37,,,,,,-77.01099322,42.89386546,141.761,Global,0.7,0.011,0.011,0.01,0.016,1.434,m,FIX,2024-10-31 09:44:46.0 UTC-04:00,2024-10-31 09:44:46.0 UTC-04:00,1,1.7,2,,,,-77.03121841,42.87830435,190.511,2391.81,mountpoint3,Global CS,7,6,0,0,0
13,38,,,,,,-77.01099422,42.89385134,141.711,Global,0.1,0.011,0.011,0.01,0.016,1.434,m,FIX,2024-10-31 09:45:01.2 UTC-04:00,2024-10-31 09:45:01.2 UTC-04:00,1,1.8,2,,,,-77.03121841,42.87830435,190.511,2390.625,mountpoint3,Global CS,7,6,0,0,0
13,39,,,,,,-77.01099326,42.89383448,141.669,Global,0.2,0.011,0.011,0.01,0.016,1.434,m,FIX,2024-10-31 09:45:18.4 UTC-04:00,2024-10-31 09:45:18.4 UTC-04:00,1,1.8,2,,,,-77.03121841,42.87830435,190.511,2389.329,mountpoint3,Global CS,7,6,0,0,0
13,40,,,,,,-77.01099262,42.89381845,141.607,Global,0.5,0.011,0.011,0.01,0.016,1.434,m,FIX,2024-10-31 09:45:29.2 UTC-04:00,2024-10-31 09:45:29.2 UTC-04:00,1,1.8,2,,,,-77.03121841,42.87830435,190.511,2388.067,mountpoint3,Global CS,7,6,0,0,0
13,41,,,,,,-77.01099276,42.89380195,141.553,Global,0.3,0.011,0.011,0.01,0.016,1.434,m,FIX,2024-10-31 09:45:39.0 UTC-04:00,2024-10-31 09:45:39.0 UTC-04:00,1,1.8,2,,,,-77.03121841,42.87830435,190.511,2386.743,mountpoint3,Global CS,7,6,0,0,0
13,42,,,,,,-77.01099148,42.8937847,141.494,Global,0.5,0.011,0.011,0.01,0.016,1.434,m,FIX,2024-10-31 09:45:51.0 UTC-04:00,2024-10-31 09:45:51.0 UTC-04:00,1,1.8,2,,,,-77.03121841,42.87830435,190.511,2385.437,mountpoint3,Global CS,7,6,0,0,0
13,43,,,,,,-77.0109916,42.8937705,141.453,Global,0.3,0.011,0.011,0.01,0.016,1.434,m,FIX,2024-10-31 09:46:02.4 UTC-04:00,2024-10-31 09:46:02.4 UTC-04:00,1,1.8,2,,,,-77.03121841,42.87830435,190.511,2384.295,mountpoint3,Global CS,7,6,0,0,0
13,44,,,,,,-77.01099194,42.89375215,141.431,Global,0.3,0.011,0.011,0.01,0.016,1.434,m,FIX,2024-10-31 09:46:13.6 UTC-04:00,2024-10-31 09:46:13.6 UTC-04:00,1,1.8,2,,,,-77.03121841,42.87830435,190.511,2382.807,mountpoint3,Global CS,7,6,0,0,0
13,45,,,,,,-77.0109913,42.89373561,141.378,Global,0.4,0.011,0.011,0.01,0.016,1.434,m,FIX,2024-10-31 09:46:26.0 UTC-04:00,2024-10-31 09:46:26.0 UTC-04:00,1,1.8,2,,,,-77.03121841,42.87830435,190.511,2381.518,mountpoint3,Global CS,7,6,0,0,0
13,46,,,,,,-77.01099066,42.89371761,141.347,Global,0.6,0.011,0.011,0.01,0.016,1.434,m,FIX,2024-10-31 09:46:39.0 UTC-04:00,2024-10-31 09:46:39.0 UTC-04:00,1,1.8,2.1,,,,-77.03121841,42.87830435,190.511,2380.11,mountpoint3,Global CS,7,6,0,0,0
13,47,,,,,,-77.01099057,42.89370463,141.33,Global,0.6,0.011,0.011,0.01,0.016,1.434,m,FIX,2024-10-31 09:46:49.0 UTC-04:00,2024-10-31 09:46:49.0 UTC-04:00,1,1.8,2.1,,,,-77.03121841,42.87830435,190.511,2379.086,mountpoint3,Global CS,7,6,0,0,0
13,48,,,,,,-77.01098881,42.89368657,141.296,Global,0,0.011,0.011,0.01,0.016,1.434,m,FIX,2024-10-31 09:47:04.0 UTC-04:00,2024-10-31 09:47:04.0 UTC-04:00,1,1.8,2.1,,,,-77.03121841,42.87830435,190.511,2377.749,mountpoint3,Global CS,7,6,0,0,0
13,49,,,,,,-77.01098989,42.89366827,141.299,Global,0.2,0.011,0.011,0.01,0.016,1.434,m,FIX,2024-10-31 09:47:15.8 UTC-04:00,2024-10-31 09:47:15.8 UTC-04:00,1,1.8,2.1,,,,-77.03121841,42.87830435,190.511,2376.232,mountpoint3,Global CS,7,6,0,0,0
13,50,,,,,,-77.01098913,42.89365331,141.255,Global,0.4,0.011,0.011,0.01,0.016,1.434,m,FIX,2024-10-31 09:47:28.6 UTC-04:00,2024-10-31 09:47:28.6 UTC-04:00,1,1.8,2.1,,,,-77.03121841,42.87830435,190.511,2375.068,mountpoint3,Global CS,7,6,0,0,0
13,51,,,,,,-77.01098874,42.89363817,141.2,Global,0.4,0.011,0.011,0.01,0.016,1.434,m,FIX,2024-10-31 09:47:39.8 UTC-04:00,2024-10-31 09:47:39.8 UTC-04:00,1,1.8,2.1,,,,-77.03121841,42.87830435,190.511,2373.885,mountpoint3,Global CS,7,6,0,0,0
13,52,,,,,,-77.01098931,42.8936201,141.195,Global,0.5,0.011,0.011,0.01,0.016,1.434,m,FIX,2024-10-31 09:47:50.2 UTC-04:00,2024-10-31 09:47:50.2 UTC-04:00,1,1.8,2.1,,,,-77.03121841,42.87830435,190.511,2372.415,mountpoint3,Global CS,7,6,0,0,0
13,53,,,,,,-77.0109878,42.89360376,141.177,Global,0.2,0.011,0.011,0.01,0.016,1.434,m,FIX,2024-10-31 09:48:02.2 UTC-04:00,2024-10-31 09:48:02.2 UTC-04:00,1,1.8,2.1,,,,-77.03121841,42.87830435,190.511,2371.201,mountpoint3,Global CS,7,6,0,0,0
13,54,,,,,,-77.010988,42.89358677,141.148,Global,0.2,0.011,0.011,0.01,0.016,1.434,m,FIX,2024-10-31 09:48:12.6 UTC-04:00,2024-10-31 09:48:12.6 UTC-04:00,1,1.8,2.1,,,,-77.03121841,42.87830435,190.511,2369.846,mountpoint3,Global CS,7,6,0,0,0
13,55,,,,,,-77.01098754,42.89357209,141.123,Global,0.2,0.011,0.011,0.01,0.016,1.434,m,FIX,2024-10-31 09:48:22.8 UTC-04:00,2024-10-31 09:48:22.8 UTC-04:00,1,1.8,2.1,,,,-77.03121841,42.87830435,190.511,2368.698,mountpoint3,Global CS,7,6,0,0,0
13,56,,,,,,-77.01098649,42.89355909,141.098,Global,0.4,0.011,0.011,0.01,0.016,1.434,m,FIX,2024-10-31 09:48:35.8 UTC-04:00,2024-10-31 09:48:35.8 UTC-04:00,1,1.8,2.1,,,,-77.03121841,42.87830435,190.511,2367.724,mountpoint3,Global CS,7,6,0,0,0
13,57,,,,,,-77.01098754,42.89353926,141.089,Global,0.4,0.011,0.011,0.01,0.016,1.434,m,FIX,2024-10-31 09:48:45.6 UTC-04:00,2024-10-31 09:48:45.6 UTC-04:00,1,1.8,2.1,,,,-77.03121841,42.87830435,190.511,2366.085,mountpoint3,Global CS,7,6,0,0,0
13,58,,,,,,-77.01098654,42.89352214,141.073,Global,0.4,0.011,0.011,0.01,0.016,1.434,m,FIX,2024-10-31 09:49:00.0 UTC-04:00,2024-10-31 09:49:00.0 UTC-04:00,1,1.8,2.1,,,,-77.03121841,42.87830435,190.511,2364.78,mountpoint3,Global CS,7,6,0,0,0
13,59,,,,,,-77.01098666,42.89350637,141.082,Global,0.3,0.011,0.011,0.01,0.016,1.434,m,FIX,2024-10-31 09:49:13.8 UTC-04:00,2024-10-31 09:49:13.8 UTC-04:00,1,1.8,2.1,,,,-77.03121841,42.87830435,190.511,2363.529,mountpoint3,Global CS,7,6,0,0,0
13,60,,,,,,-77.01098635,42.89349307,141.082,Global,0.6,0.011,0.011,0.012,0.016,1.434,m,FIX,2024-10-31 09:49:25.4 UTC-04:00,2024-10-31 09:49:25.4 UTC-04:00,1,1.8,2.1,,,,-77.03121841,42.87830435,190.511,2362.484,mountpoint3,Global CS,7,6,0,0,0
13,61,,,,,,-77.01098632,42.89347698,141.084,Global,0.2,0.011,0.011,0.01,0.016,1.434,m,FIX,2024-10-31 09:49:42.2 UTC-04:00,2024-10-31 09:49:42.2 UTC-04:00,1,1.8,2.1,,,,-77.03121841,42.87830435,190.511,2361.221,mountpoint3,Global CS,7,6,0,0,0
13,62,,,,,,-77.01098491,42.89345597,141.063,Global,0,0.011,0.011,0.01,0.016,1.434,m,FIX,2024-10-31 09:49:54.6 UTC-04:00,2024-10-31 09:49:54.6 UTC-04:00,1,1.8,2.1,,,,-77.03121841,42.87830435,190.511,2359.634,mountpoint3,Global CS,7,6,0,0,0
13,63,,,,,,-77.01098592,42.89344118,141.128,Global,0.1,0.011,0.011,0.01,0.016,1.434,m,FIX,2024-10-31 09:50:05.0 UTC-04:00,2024-10-31 09:50:05.0 UTC-04:00,1,1.8,2.1,,,,-77.03121841,42.87830435,190.511,2358.404,mountpoint3,Global CS,7,6,0,0,0
13,64,,,,,,-77.01098498,42.89342656,141.152,Global,0.2,0.011,0.011,0.013,0.016,1.434,m,FIX,2024-10-31 09:50:17.2 UTC-04:00,2024-10-31 09:50:17.2 UTC-04:00,1,1.8,2.1,,,,-77.03121841,42.87830435,190.511,2357.295,mountpoint3,Global CS,7,6,0,0,0
13,65,,,,,,-77.01098513,42.89340958,141.168,Global,0.2,0.011,0.011,0.013,0.016,1.434,m,FIX,2024-10-31 09:50:32.4 UTC-04:00,2024-10-31 09:50:32.4 UTC-04:00,1,1.8,2.1,,,,-77.03121841,42.87830435,190.511,2355.941,mountpoint3,Global CS,7,6,0,0,0
13,66,,,,,,-77.01098499,42.89339044,141.181,Global,0.3,0.011,0.011,0.01,0.016,1.434,m,FIX,2024-10-31 09:50:48.2 UTC-04:00,2024-10-31 09:50:48.2 UTC-04:00,1,1.8,2.1,,,,-77.03121841,42.87830435,190.511,2354.444,mountpoint3,Global CS,7,6,0,0,0
13,67,,,,,,-77.01098436,42.89337332,141.218,Global,0.5,0.011,0.011,0.013,0.016,1.434,m,FIX,2024-10-31 09:51:02.2 UTC-04:00,2024-10-31 09:51:02.2 UTC-04:00,1,1.8,2.1,,,,-77.03121841,42.87830435,190.511,2353.129,mountpoint3,Global CS,7,6,0,0,0
13,68,,,,,,-77.01098391,42.89335797,141.211,Global,0.1,0.011,0.011,0.012,0.016,1.434,m,FIX,2024-10-31 09:51:13.2 UTC-04:00,2024-10-31 09:51:13.2 UTC-04:00,1,1.8,2.1,,,,-77.03121841,42.87830435,190.511,2351.937,mountpoint3,Global CS,7,6,0,0,0
13,69,,,,,,-77.01098255,42.89333991,141.17,Global,0.2,0.011,0.011,0.011,0.016,1.434,m,FIX,2024-10-31 09:51:27.0 UTC-04:00,2024-10-31 09:51:27.0 UTC-04:00,1,1.8,2.1,,,,-77.03121841,42.87830435,190.511,2350.585,mountpoint3,Global CS,7,6,0,0,0
13,72,,,,,,-77.01098275,42.89329431,141.211,Global,0.4,0.011,0.011,0.013,0.016,1.434,m,FIX,2024-10-31 09:51:42.8 UTC-04:00,2024-10-31 09:51:42.8 UTC-04:00,1,1.8,2.1,,,,-77.03121841,42.87830435,190.511,2346.976,mountpoint3,Global CS,7,6,0,0,0
13,73,,,,,,-77.01098087,42.8932754,141.138,Global,0.2,0.011,0.011,0.013,0.016,1.434,m,FIX,2024-10-31 09:51:53.2 UTC-04:00,2024-10-31 09:51:53.2 UTC-04:00,1,1.8,2.1,,,,-77.03121841,42.87830435,190.511,2345.594,mountpoint3,Global CS,7,6,0,0,0
13,74,,,,,,-77.01098012,42.89325823,141.141,Global,0.3,0.011,0.011,0.015,0.016,1.434,m,FIX,2024-10-31 09:52:07.8 UTC-04:00,2024-10-31 09:52:07.8 UTC-04:00,1,1.8,2.1,,,,-77.03121841,42.87830435,190.511,2344.282,mountpoint3,Global CS,7,6,0,0,0
13,75,,,,,,-77.01098215,42.89324388,141.151,Global,0.3,0.011,0.011,0.015,0.016,1.434,m,FIX,2024-10-31 09:52:22.2 UTC-04:00,2024-10-31 09:52:22.2 UTC-04:00,1,1.8,2.1,,,,-77.03121841,42.87830435,190.511,2343.043,mountpoint3,Global CS,7,6,0,0,0
13,76,,,,,,-77.01098156,42.89322883,141.141,Global,0.4,0.011,0.011,0.012,0.016,1.434,m,FIX,2024-10-31 09:52:34.4 UTC-04:00,2024-10-31 09:52:34.4 UTC-04:00,1,1.8,2.1,,,,-77.03121841,42.87830435,190.511,2341.884,mountpoint3,Global CS,7,6,0,0,0
13,77,,,,,,-77.01098111,42.89321317,141.084,Global,0.2,0.011,0.011,0.012,0.016,1.434,m,FIX,2024-10-31 09:52:47.6 UTC-04:00,2024-10-31 09:52:47.6 UTC-04:00,1,1.8,2.1,,,,-77.03121841,42.87830435,190.511,2340.693,mountpoint3,Global CS,7,6,0,0,0
13,78,,,,,,-77.01098062,42.8931957,141.064,Global,0.2,0.011,0.011,0.012,0.016,1.434,m,FIX,2024-10-31 09:53:02.8 UTC-04:00,2024-10-31 09:53:02.8 UTC-04:00,1,1.8,2.1,,,,-77.03121841,42.87830435,190.511,2339.341,mountpoint3,Global CS,7,6,0,0,0
13,79,,,,,,-77.01097908,42.89317536,140.985,Global,0.3,0.011,0.011,0.013,0.016,1.434,m,FIX,2024-10-31 09:53:13.0 UTC-04:00,2024-10-31 09:53:13.0 UTC-04:00,1,1.8,2.2,,,,-77.03121841,42.87830435,190.511,2337.841,mountpoint3,Global CS,7,6,0,0,0
13,81,,,,,,-77.01097914,42.89314567,140.891,Global,0.3,0.011,0.011,0.011,0.016,1.434,m,FIX,2024-10-31 09:53:27.4 UTC-04:00,2024-10-31 09:53:27.4 UTC-04:00,1,1.8,2.2,,,,-77.03121841,42.87830435,190.511,2335.508,mountpoint3,Global CS,7,6,0,0,0
13,82,,,,,,-77.01097881,42.89312794,140.857,Global,0.1,0.011,0.011,0.011,0.016,1.434,m,FIX,2024-10-31 09:53:41.2 UTC-04:00,2024-10-31 09:53:41.2 UTC-04:00,1,1.8,2.2,,,,-77.03121841,42.87830435,190.511,2334.136,mountpoint3,Global CS,7,6,0,0,0
14,1,,,,,,-77.01097257,42.89456461,143.843,Global,0.4,0.011,0.011,0.011,0.016,1.434,m,FIX,2024-10-31 10:16:18.8 UTC-04:00,2024-10-31 10:16:18.8 UTC-04:00,1,1.9,2.2,,,,-77.03121841,42.87830435,190.511,2449.626,mountpoint3,Global CS,6,7,0,0,0
14,2,,,,,,-77.01097178,42.89454714,143.77,Global,0.5,0.011,0.011,0.01,0.016,1.434,m,FIX,2024-10-31 10:16:30.8 UTC-04:00,2024-10-31 10:16:30.8 UTC-04:00,1,1.9,2.2,,,,-77.03121841,42.87830435,190.511,2448.239,mountpoint3,Global CS,6,7,0,0,0
14,3,,,,,,-77.01097188,42.8945296,143.767,Global,0.7,0.011,0.011,0.01,0.016,1.434,m,FIX,2024-10-31 10:16:40.2 UTC-04:00,2024-10-31 10:16:40.2 UTC-04:00,1,1.9,2.2,,,,-77.03121841,42.87830435,190.511,2446.79,mountpoint3,Global CS,6,7,0,0,0
14,4,,,,,,-77.01097083,42.89451389,143.729,Global,0.2,0.011,0.011,0.01,0.016,1.434,m,FIX,2024-10-31 10:16:51.4 UTC-04:00,2024-10-31 10:16:51.4 UTC-04:00,1,1.9,2.2,,,,-77.03121841,42.87830435,190.511,2445.573,mountpoint3,Global CS,6,7,0,0,0
14,5,,,,,,-77.01097132,42.89449825,143.697,Global,0.5,0.011,0.011,0.01,0.016,1.434,m,FIX,2024-10-31 10:17:01.4 UTC-04:00,2024-10-31 10:17:01.4 UTC-04:00,1,1.9,2.2,,,,-77.03121841,42.87830435,190.511,2444.27,mountpoint3,Global CS,6,7,0,0,0
14,6,,,,,,-77.01097295,42.89447851,143.677,Global,0.4,0.011,0.011,0.01,0.016,1.434,m,FIX,2024-10-31 10:17:36.8 UTC-04:00,2024-10-31 10:17:36.8 UTC-04:00,1,1.9,2.2,,,,-77.03121841,42.87830435,190.511,2442.561,mountpoint3,Global CS,6,7,0,0,0
14,7,,,,,,-77.01097161,42.894465,143.628,Global,0.4,0.011,0.011,0.01,0.016,1.434,m,FIX,2024-10-31 10:17:49.4 UTC-04:00,2024-10-31 10:17:49.4 UTC-04:00,1,1.9,2.2,,,,-77.03121841,42.87830435,190.511,2441.535,mountpoint3,Global CS,6,7,0,0,0
14,8,,,,,,-77.01097042,42.89444797,143.597,Global,0.8,0.011,0.011,0.013,0.016,1.434,m,FIX,2024-10-31 10:18:02.0 UTC-04:00,2024-10-31 10:18:02.0 UTC-04:00,1,1.9,2.2,,,,-77.03121841,42.87830435,190.511,2440.207,mountpoint3,Global CS,6,7,0,0,0
14,9,,,,,,-77.01097142,42.89443244,143.591,Global,0.3,0.011,0.011,0.01,0.016,1.434,m,FIX,2024-10-31 10:18:29.4 UTC-04:00,2024-10-31 10:18:29.4 UTC-04:00,1,1.9,2.2,,,,-77.03121841,42.87830435,190.511,2438.892,mountpoint3,Global CS,6,7,0,0,0
14,10,,,,,,-77.01097218,42.89441713,143.596,Global,0.1,0.011,0.011,0.01,0.016,1.434,m,FIX,2024-10-31 10:18:40.4 UTC-04:00,2024-10-31 10:18:40.4 UTC-04:00,1,1.9,2.2,,,,-77.03121841,42.87830435,190.511,2437.604,mountpoint3,Global CS,6,7,0,0,0
